no,Date_,name,Session,course,price,title,image,url,schedule,S1,S2,S3,S4,S5,S6,S7,S8
1,"From August 15, 2019",Name of the Course  :     Tally ERP 9 (GST EDITION),Number of Sessions   :     11  Sessions + 1 Guest Lecture  ( Around 3 Sessions per week ),"This program gives you the knowledge of basic accounting concepts and principles. Tally ERP9 is an important tool that can be used to generate accounting and inventory masters, vouchers and reports. This course helps in understanding the importance and use of Invoices, Tax Compliances, Return Filing, Inventory Management and Alot more. The candidate who is learning this software gets familiar with the technological advantages of the tally.",Rs 500,The power you need to fly,assets/images/tally-720x383.jpg,http://bit.ly/FinThink_Tally,CA ROHAN GOSWAMI ,"Dates: Aug 17, 2019 - Sep 14, 2019","Takes place every week, total of 12 sessions",Tue,9:00 pm - 10:00 pm,Thu,9:00 pm - 10:00 pm,Sat,9:00 pm - 10:00 pm .
